part_number,manufacturer,sell_price,quantity_available,margin_percent,cost_price,cert available,leadtime
MS21250-04012,,1.62,317,,,Mfg CoC,With Stock
BACR12BM218,,1.64,3631,,,Mfg CoC,3 weeks
AS27870,,11.25,2784,,,Mfg CoC,With Stock
M83485-1-012,,0.41,175,,,Mfg CoC,With Stock
NAS1130-4FL15,,0.26,198,,,Mfg CoC,With Stock
NAS1291C6M,,2.11,220,,,Mfg CoC,With Stock
MS124662,,0.9,480,,,Mfg CoC,With Stock
AS1895-7-150,,25.5,84,,,Mfg CoC,With Stock
PMT738-3U16,,3.63,408,,,Mfg CoC,With Stock
MS9556-07,,0.87,499,,,Mfg CoC,With Stock
NAS6604D40,,2.75,40,,,Mfg CoC,With Stock
AS1895-23-400,,89.35,5,,,Mfg CoC,Per Lead-time
BACN11Z4CK,,1.63,112,,,Mfg CoC,3 weeks
NAS1102E6-18,,6.98,416,,,Mfg CoC,With Stock
AS61903,,18.05,270,,,Mfg CoC,With Stock
AS44692,,0,600,,,Mfg CoC,
NAS1102-3-10,,0.18,32,,,Mfg CoC,Per Lead-time
MS9556-12,,1.04,16,,,Mfg CoC,With Stock
M83485-1-158,,0,7,,,Mfg CoC,
NAS1611-211A,,0.56,378,,,Mfg CoC,With Stock
AS62506,,11.72,95,,,Mfg CoC,With Stock
MS28774-015,,0.35,350,,,Mfg CoC,3 weeks
NAS1130-4FL10,,0.3,136,,,Mfg CoC,With Stock
9794410150,,0,425,,,Mfg CoC,
M83248/1-908,,0.34,109,,,Mfg CoC,With Stock
NAS600-14P,,0.11,420,,,Mfg CoC,With Stock
MS35265-30,,0.2,416,,,Mfg CoC,With Stock
NAS1611-242A,,0,0,,,Mfg CoC,
NAS2803-2,,1.19,79,,,Mfg CoC,Per Lead-time
MS9556-05,,1.25,1182,,,Mfg CoC,With Stock
AS61932,,26.23,70,,,Mfg CoC,With Stock
AS3209-226,,1.23,246,,,Mfg CoC,Per Lead-time
NAS620C4L,,0.06,889,,,Mfg CoC,With Stock
J626P03,,2.99,399,,,Mfg CoC,3 weeks
MS20426AD6-9,,0.03,398,,,Mfg CoC,With Stock
AS1895-23-550,,120.86,186,,,Mfg CoC,With Stock
AN4-11,,0,0,,,Mfg CoC,
ST1698D48,,25,242,,,Mfg CoC,With Stock
AS62424,,17.49,80,,,Mfg CoC,With Stock
AS21513,,3.93,279,,,Mfg CoC,With Stock
A10086,,5.79,0,,,Mfg CoC,3 weeks
MS28775-013,,0.2,271,,,Mfg CoC,With Stock
NAS1805-3P,,1.67,339,,,Mfg CoC,With Stock
MS21062L3,,1.5,385,,,Mfg CoC,With Stock
J1221G06,,3.63,385,,,Mfg CoC,With Stock
NAS1130-06L10,,0.3,883,,,Mfg CoC,With Stock
D66001,,1.69,0,,,Mfg CoC,Per Lead-time
MS35265-4,,1.12,379,,,Mfg CoC,With Stock
AS3209-138,,2.05,232,,,Mfg CoC,With Stock
MS51957-13,,0.25,275,,,Mfg CoC,3 weeks
AS3209-128,,0.6,125,,,Mfg CoC,With Stock
AS43013-214,,2.5,183,,,Mfg CoC,Per Lead-time
NAS1805-6,,4.33,365,,,Mfg CoC,With Stock
M83485/1-040,,0.78,362,,,Mfg CoC,With Stock
M83485-1-110,,0.45,247,,,Mfg CoC,With Stock
1015597,,59,355,,,Mfg CoC,3 weeks
EN3155-004M1616,,2.61,106,,,Mfg CoC,With Stock
AS3237-32,,6.95,0,,,Mfg CoC,3 weeks
AS3209-113,,0.47,6188,,,Mfg CoC,With Stock
AS62216,,31.85,150,,,Mfg CoC,With Stock
MS35265-15,,0.15,348,,,Mfg CoC,With Stock
201253630,,0,0,,,Mfg CoC,
BACP18BC03B12P,,0.39,143,,,Mfg CoC,With Stock
MS35265-13,,1.55,840,,,Mfg CoC,With Stock
MS21924-20R,,104.14,278,,,Mfg CoC,With Stock
BACW10BP5APU,,0.4,315,,,Mfg CoC,With Stock
NAS5311E4-11,,1,337,,,Mfg CoC,With Stock
MS9245-24,,0.12,122,,,Mfg CoC,3 weeks
MS29513-225,,0.46,202,,,Mfg CoC,With Stock
AS3209-135,,0.82,165,,,Mfg CoC,With Stock
AS48423,,4.12,190,,,Mfg CoC,With Stock
AS3209-165,,3.25,743,,,Mfg CoC,With Stock
NAS1304-6D,,0,0,,,Mfg CoC,
AS21120,,7.29,245,,,Mfg CoC,With Stock
AS1895-1-200,,379.63,3,,,Mfg CoC,With Stock
9752005044,,0,325,,,Mfg CoC,
AS48519,,4.35,0,,,Mfg CoC,3 weeks
MS21914-4R,,28.95,10,,,Mfg CoC,3 weeks
C10GT3-10,,14.19,59,,,Mfg CoC,With Stock
BACB30ZF4-10,,6.55,0,,,Mfg CoC,3 weeks
NAS1149E0663R,,0.22,275,,,Mfg CoC,With Stock
AS48426,,4.31,67,,,Mfg CoC,3 weeks
BACB30NN3K17,,2.11,0,,,Mfg CoC,3 weeks
MS27488-16-2,,0.5,1823,,,Mfg CoC,3 weeks
MS9581-12,,1.77,373,,,Mfg CoC,3 weeks
NAS1097AD4-7,,0.04,303,,,Mfg CoC,With Stock
5105-25H,,0.66,300,,,Mfg CoC,3 weeks
MS9276-11,,0,0,,,Mfg CoC,
NAS602-10P,,0.12,300,,,Mfg CoC,With Stock
MS35842-12,,1.65,0,,,Mfg CoC,3 weeks
MS28774-009,,0.77,0,,,Mfg CoC,3 weeks
HL48-8-2,,6.17,299,,,Mfg CoC,3 weeks
EN3155-005F1212,,7.6,0,,,Mfg CoC,3 weeks
AN960C10,,0.08,250,,,Mfg CoC,3 weeks
21217CA2410,,3.15,756,,,Mfg CoC,With Stock
400WSS8,,8.71,940,,,Mfg CoC,With Stock
M83485-1-027,,1.41,11,,,Mfg CoC,Per Lead-time
BACB30US4K16,,24.5,298,,,Mfg CoC,With Stock
M83485/1-012,,0.34,308,,,Mfg CoC,With Stock
AS3209-156,,1.76,126,,,Mfg CoC,With Stock
BACW10BN6UC,,0.73,1,,,Mfg CoC,3 weeks
C54001-214,,0,0,,,Mfg CoC,
AS3209-014,,0,56,,,Mfg CoC,
AS3208-06,,0.18,162,,,Mfg CoC,3 weeks
MS35276-259,,0.86,280,,,Mfg CoC,With Stock
MS17825-7,,0,0,,,Mfg CoC,
MS20002C4,,0,0,,,Mfg CoC,
PSC738-6U13,,5.58,66,,,Mfg CoC,With Stock
BH00597M3,,1.8,278,,,Mfg CoC,With Stock
MS9575-09,,5.45,30,,,Mfg CoC,3 weeks
MS17826-4,,0.89,7,,,Mfg CoC,3 weeks
AS43013-158,,4.27,20,,,Mfg CoC,With Stock
AS43013-226,,0,4,,,Mfg CoC,
MS24677-7,,0.75,270,,,Mfg CoC,With Stock
AN960C616L,,0.09,249,,,Mfg CoC,With Stock
BACR12BM210,,1.16,272,,,Mfg CoC,With Stock
CR2662-3-4,,,151,,,Mfg CoC,3 weeks
AS3209-164,,4.59,258,,,Mfg CoC,With Stock
9794410075,,0,262,,,Mfg CoC,
3D0099-8-8,,0,0,,,Mfg CoC,
NAS1101E04H4,,0,2,,,Mfg CoC,
MS9245-45,,0.25,229,,,Mfg CoC,With Stock
NAS1351-4H10P,,0.96,403,,,Mfg CoC,With Stock
MS21250-04014,,3.21,162,,,Mfg CoC,With Stock
NAS1921M04S03,,1,250,,,Mfg CoC,With Stock
NAS1802-08-5,,0.35,0,,,Mfg CoC,Per Lead-time
MS9556-11,,1.6,250,,,Mfg CoC,With Stock
MS21209F6-15,,0.24,250,,,Mfg CoC,With Stock
M23053/5-104-0,,3,200,,,Mfg CoC,With Stock
BACR12BM222,,2.04,247,,,Mfg CoC,With Stock
MS16625-4037,,1.26,202,,,Mfg CoC,With Stock
MS29512-04,,0.14,244,,,Mfg CoC,With Stock
NAS1611-119A,,0.5,198,,,Mfg CoC,With Stock
AN960PD4L,,0.04,240,,,Mfg CoC,With Stock
M83248/1-216,,0.94,236,,,Mfg CoC,With Stock
J221P028,,2.63,235,,,Mfg CoC,With Stock
MS24665-360,,0.05,232,,,Mfg CoC,With Stock
BACN10HY6AC,,3.2,140,,,Mfg CoC,3 weeks
AS21510,,4.51,230,,,Mfg CoC,With Stock
BACN11Z5CD,,0,0,,,Mfg CoC,
CR2663-3-1,,,89,,,Mfg CoC,3 weeks
M83248/1-259,,3.46,133,,,Mfg CoC,With Stock
MS17826-9,,0,0,,,Mfg CoC,
TA025022-07,,30.8,208,,,Mfg CoC,With Stock
AS43013-125,,2,87,,,Mfg CoC,With Stock
MS51830-201L,,1.45,450,,,Mfg CoC,3 weeks
ABS1509A180NN,,7.13,220,,,Mfg CoC,With Stock
NAS1802-4-10,,5.96,0,,,Mfg CoC,3 weeks
NAS1149F0716P,,0,0,,,Mfg CoC,
AS42714,,38.53,621,,,Mfg CoC,With Stock
9794410095,,0,215,,,Mfg CoC,
AS23024,,6,77,,,Mfg CoC,With Stock
J1221G03,,7.32,212,,,Mfg CoC,3 weeks
NAS1102E4-11,,1.9,140,,,Mfg CoC,With Stock
649-411-850-0,,150,210,,,Mfg CoC,With Stock
AS3237-24,,3.92,37,,,Mfg CoC,3 weeks
NAS620C416L,,0.05,208,,,Mfg CoC,3 weeks
MS9556-16,,1.8,197,,,Mfg CoC,With Stock
MS28775-231,,0.38,208,,,Mfg CoC,With Stock
AS3209-141,,1.18,187,,,Mfg CoC,With Stock
NAS1611-115A,,0.5,207,,,Mfg CoC,With Stock
NSA5060E5,,0,0,,,Mfg CoC,
AS1895/7-400,,31.21,16,,,Mfg CoC,3 weeks
202W302-12-0,,84.96,561,,,Mfg CoC,3 weeks
MS35650-3385T,,0.56,205,,,Mfg CoC,With Stock
M25988-4-235,,4.26,90,,,Mfg CoC,With Stock
NAS1149E0532R,,0.12,72,,,Mfg CoC,With Stock
AS43003-907,,0.43,146,,,Mfg CoC,With Stock
9200-116-0,,94.39,154,,,Mfg CoC,With Stock
NAS679C3MW,,0.99,200,,,Mfg CoC,With Stock
NAS1149C0763R,,0.15,200,,,Mfg CoC,3 weeks
NAS1149EN632P,,0.07,200,,,Mfg CoC,With Stock
MS24693C26,,0.04,200,,,Mfg CoC,3 weeks
MS21083C3,,0.72,396,,,Mfg CoC,With Stock
MS20427M5-7,,0.4,200,,,Mfg CoC,With Stock
M25988/1-906,,0.44,200,,,Mfg CoC,With Stock
CCR264CS3-04,,,60,,,Mfg CoC,3 weeks
AS3257-05,,2.79,0,,,Mfg CoC,3 weeks
9836005012,,0,200,,,Mfg CoC,
AN525-832R7,,0.2,200,,,Mfg CoC,3 weeks
9310-N02CA22BL,,0.08,0,,,Mfg CoC,3 weeks
9794410560,,0,200,,,Mfg CoC,
A104-1C,,0.68,199,,,Mfg CoC,With Stock
PMT738-3U15,,0,0,,,Mfg CoC,
NAS1154E9,,0,0,,,Mfg CoC,
J644P15A,,25,196,,,Mfg CoC,3 weeks
AS3209-154,,1.62,535,,,Mfg CoC,With Stock
AS48618,,7.16,38,,,Mfg CoC,With Stock
M83485/1-152,,3.54,0,,,Mfg CoC,3 weeks
M83485-1-125,,1.71,271,,,Mfg CoC,With Stock
NAS1922-0175-3,,6.19,190,,,Mfg CoC,With Stock
AS3209-127,,0.39,188,,,Mfg CoC,With Stock
AS1895-7-175,,17.88,53,,,Mfg CoC,With Stock
BACB28AK06-040,,2.69,150,,,Mfg CoC,With Stock
NAS6704HU6,,2.11,188,,,Mfg CoC,With Stock
NAS6604D5,,0.69,0,,,Mfg CoC,3 weeks
CR2662-3-2,,,61,,,Mfg CoC,With Stock
AS1895/23-100,,79.36,1,,,Mfg CoC,3 weeks
55-1503007-00,,10.33,0,,,Mfg CoC,3 weeks
EN3155-005F1616,,4.9,174,,,Mfg CoC,With Stock
MS9245-44,,0.31,118,,,Mfg CoC,3 weeks
M83485/1-017,,1.26,14,,,Mfg CoC,3 weeks
BACW10BP12ACU,,0,50,,,Mfg CoC,
M83461/1-020,,0.39,180,,,Mfg CoC,With Stock
HL97-8,,81.99,57,,,Mfg CoC,With Stock
BACB30PN4-11,,45.49,165,,,Mfg CoC,With Stock
J644P11A,,4.75,138,,,Mfg CoC,3 weeks
NAS1398C3A2,,2.3,24,,,Mfg CoC,3 weeks
NAS6604D9,,0,0,,,Mfg CoC,
NAS6303U5,,2.58,91,,,Mfg CoC,3 weeks
MS35338-46,,0.08,175,,,Mfg CoC,With Stock
NAS1805-10P,,0,0,,,Mfg CoC,
AS3209-015,,0.41,0,,,Mfg CoC,3 weeks
400WSS6,,8.96,353,,,Mfg CoC,With Stock
NAS8203A10,,0,749,,,Mfg CoC,
NAS2815C15H,,17.79,80,,,Mfg CoC,With Stock
AS3209-162,,4.05,109,,,Mfg CoC,With Stock
NAS1726C6S,,4.8,170,,,Mfg CoC,With Stock
MS20427M6-7,,0.01,170,,,Mfg CoC,With Stock
MS21083C04,,0.27,169,,,Mfg CoC,With Stock
310A2040-7,,136.77,34,,,Mfg CoC,Per Lead-time
SP156E,,0.91,57,,,Mfg CoC,With Stock
MS28775-141,,2.72,167,,,Mfg CoC,With Stock
NAS1291C7M,,4.72,0,,,Mfg CoC,Per Lead-time
NAS1612-20,,0.88,155,,,Mfg CoC,With Stock
C10GT3-06,,13.03,31,,,Mfg CoC,3 weeks
MS35275-215,,0.17,164,,,Mfg CoC,With Stock
J951P08A,,0,36,,,Mfg CoC,
AS4824N06,,4.9,113,,,Mfg CoC,With Stock
NAS1102E4-16,,1.53,14,,,Mfg CoC,3 weeks
NAS1352-08H8P,,1.01,440,,,Mfg CoC,With Stock
NAS1303-4,,0.09,0,,,Mfg CoC,3 weeks
JM44LC39S103RG,,0.7,160,,,Mfg CoC,With Stock
AN320-3,,0.67,160,,,Mfg CoC,3 weeks
AN123249,,0.18,118,,,Mfg CoC,With Stock
NAS6203-7,,0.13,158,,,Mfg CoC,3 weeks
M83248-1-905,,1,470,,,Mfg CoC,Per Lead-time
NAS1791A3-3,,0.4,56,,,Mfg CoC,3 weeks
AS3209-234,,1.67,104,,,Mfg CoC,With Stock
NAS1611-011A,,0.18,349,,,Mfg CoC,With Stock
AS3209-114,,0.36,281,,,Mfg CoC,3 weeks
TA025074-05,,195,50,,,Mfg CoC,With Stock
TA027016-04,,25.92,150,,,Mfg CoC,With Stock
NAS1726C6PE,,2.33,150,,,Mfg CoC,With Stock
NAS1352-3-10P,,0.34,50,,,Mfg CoC,3 weeks
NAS1352N08H8,,1.31,150,,,Mfg CoC,With Stock
M39029/56-352,,0.52,144,,,Mfg CoC,With Stock
MS28889-2,,0,0,,,Mfg CoC,
MS20470AD5-4,,0.03,147,,,Mfg CoC,With Stock
MS21060-4,,1.56,399,,,Mfg CoC,With Stock
AS3251-12,,6.03,64,,,Mfg CoC,3 weeks
AS1895/7-200,,0,18,,,Mfg CoC,
9794410100,,0,145,,,Mfg CoC,
NAS6604-8,,0.93,144,,,Mfg CoC,With Stock
AS1895/23-200,,78.36,18,,,Mfg CoC,3 weeks
AN5H15A,,2.52,142,,,Mfg CoC,With Stock
MS9576-07,,0,55,,,Mfg CoC,
AS1895/4-100,,394.08,0,,,Mfg CoC,3 weeks
NAS1612-6,,0.64,37,,,Mfg CoC,3 weeks
MS9556-13,,1.15,259,,,Mfg CoC,3 weeks
M83485-1-019,,0.68,78,,,Mfg CoC,With Stock
J644P14A,,9.3,137,,,Mfg CoC,3 weeks
TA025146-15,,196.44,88,,,Mfg CoC,3 weeks
M25988/1-904,,0.33,223,,,Mfg CoC,With Stock
RL20R,,575.94,0,,,Mfg CoC,3 weeks
MS35207-260,,0.05,135,,,Mfg CoC,With Stock
MS14144L8,,5.02,0,,,Mfg CoC,3 weeks
AS3208-04,,0.26,135,,,Mfg CoC,3 weeks
MS28782-19,,0.38,159,,,Mfg CoC,3 weeks
M83485-1-216,,2.1,0,,,Mfg CoC,3 weeks
S3225-905,,0.42,0,,,Mfg CoC,3 weeks
NAS1149E0632R,,0.15,59,,,Mfg CoC,Per Lead-time
AS62505,,10,241,,,Mfg CoC,With Stock
AS62206,,9,111,,,Mfg CoC,With Stock
9729105082,,0,0,,,Mfg CoC,
NAS1611-113A,,0.48,373,,,Mfg CoC,With Stock
MS21250-04016,,2.35,130,,,Mfg CoC,With Stock
AS43013-129,,0.84,27,,,Mfg CoC,With Stock
NAS6203-30D,,0.99,127,,,Mfg CoC,With Stock
M83248/1-161,,4.03,149,,,Mfg CoC,With Stock
9837105016,,0,125,,,Mfg CoC,
NAS517-3-3,,0.09,124,,,Mfg CoC,3 weeks
C10GT3-20,,20.65,0,,,Mfg CoC,3 weeks
387AC078M1006A1,,275,134,,,Mfg CoC,With Stock
M83248/1-022,,0.54,222,,,Mfg CoC,With Stock
AS62420,,14.25,220,,,Mfg CoC,With Stock
NAS1398C4A2,,0,0,,,Mfg CoC,
MS24693-C28,,0.04,121,,,Mfg CoC,With Stock
MS9566-08,,23.42,167,,,Mfg CoC,With Stock
M83248-1-128,,1.61,120,,,Mfg CoC,With Stock
M83248-1-134,,0.78,120,,,Mfg CoC,With Stock
AS3236-09,,2.64,0,,,Mfg CoC,3 weeks
M83248/1-912,,0.83,1106,,,Mfg CoC,With Stock
BACB28AK04-030,,3.45,0,,,Mfg CoC,3 weeks
MS9245-27,,0.15,117,,,Mfg CoC,3 weeks
MS27488-20,,0.11,13595,,,Mfg CoC,3 weeks
AS3209-238,,1.5,115,,,Mfg CoC,With Stock
21217DB3610,,10.48,79,,,Mfg CoC,With Stock
NAS1351N3-10,,1,14,,,Mfg CoC,3 weeks
AS3209-123,,0.77,114,,,Mfg CoC,With Stock
AS3209-125,,0.53,0,,,Mfg CoC,3 weeks
M83485-1-123,,1.57,44,,,Mfg CoC,3 weeks
MS51021-23,,3.31,111,,,Mfg CoC,With Stock
322338,,2.43,110,,,Mfg CoC,3 weeks
AS3251-06,,7.75,130,,,Mfg CoC,Per Lead-time
MS28775-010,,0.23,108,,,Mfg CoC,3 weeks
202W312-12-0,,128.83,31,,,Mfg CoC,3 weeks
MS20426AD6-6,,0.02,106,,,Mfg CoC,With Stock
M39029/56-351,,1.3,105,,,Mfg CoC,With Stock
NAS1804-6,,2.02,45,,,Mfg CoC,With Stock
9794410236,,0,105,,,Mfg CoC,
J534P03,,27.27,104,,,Mfg CoC,3 weeks
C10GT3-16,,20.68,2,,,Mfg CoC,With Stock
M83485-1-155,,2.65,0,,,Mfg CoC,Per Lead-time
J644P08B,,18.72,102,,,Mfg CoC,3 weeks
M83461/1-110,,0.15,106,,,Mfg CoC,With Stock
M83485/1-029,,1.44,0,,,Mfg CoC,3 weeks
C64289-1,,1.52,0,,,Mfg CoC,3 weeks
AN737TW38,,3.45,6,,,Mfg CoC,3 weeks
NAS1790C4R4P,,1.27,100,,,Mfg CoC,3 weeks
NAS601-8,,0.04,100,,,Mfg CoC,With Stock
NAS1611-137,,0.74,100,,,Mfg CoC,With Stock
NAS1581K4R12G,,39.81,0,,,Mfg CoC,Per Lead-time
NAS1149CN949R,,0.08,100,,,Mfg CoC,3 weeks
NAS1102E08-8,,0.18,100,,,Mfg CoC,3 weeks
NAS1101E08-8,,0.28,100,,,Mfg CoC,With Stock
MS9452-05,,12.95,94,,,Mfg CoC,With Stock
NAS1102E08-10,,0.5,50,,,Mfg CoC,3 weeks
MS28773-06,,1.04,0,,,Mfg CoC,3 weeks
MS28775-016,,0.19,100,,,Mfg CoC,With Stock
MS15795-849,,0.15,100,,,Mfg CoC,With Stock
MS20615-3M5,,0.24,100,,,Mfg CoC,3 weeks
MS20995N32,,25.51,100,,,Mfg CoC,With Stock
MS122903,,1.31,40,,,Mfg CoC,3 weeks
MS14103-6,,15,0,,,Mfg CoC,3 weeks
J221P009,,0.92,100,,,Mfg CoC,With Stock
M83248/1-222,,0.74,100,,,Mfg CoC,With Stock
BACW10EC6C,,52.59,0,,,Mfg CoC,3 weeks
9794410056,,0,100,,,Mfg CoC,
9999M35P06,,14,100,,,Mfg CoC,3 weeks
AN960C616,,0.09,46,,,Mfg CoC,With Stock
22293CA030006,,0.45,100,,,Mfg CoC,With Stock
NAS1149DN632J,,0.02,99,,,Mfg CoC,3 weeks
NAS1329A3-80,,0.4,39,,,Mfg CoC,With Stock
J1221G04,,4.45,99,,,Mfg CoC,With Stock
AS3094-03,,0.54,99,,,Mfg CoC,With Stock
CR3212-5-04,,,0,,,Mfg CoC,3 weeks
NSA5059E5,,12.25,0,,,Mfg CoC,3 weeks
MS28775-019,,0.26,92,,,Mfg CoC,3 weeks
NAS333CPA20,,0,0,,,Mfg CoC,
M83248/1-028,,0.69,48,,,Mfg CoC,3 weeks
MS27196-24,,46.82,0,,,Mfg CoC,3 weeks
AS12875,,6.13,7,,,Mfg CoC,3 weeks
NAS1805-6P,,3.49,85,,,Mfg CoC,With Stock
MS28775-007,,0.11,94,,,Mfg CoC,3 weeks
MS171688,,1.37,94,,,Mfg CoC,With Stock
BACN10JC8CM,,12.57,84,,,Mfg CoC,3 weeks
NSA5060E12,,0,0,,,Mfg CoC,
MS20605R3W4,,0.23,0,,,Mfg CoC,3 weeks
NAS1352N06H10,,1.18,91,,,Mfg CoC,With Stock
M2742630146D,,1.25,295,,,Mfg CoC,With Stock
AS43003-901,,0.44,82,,,Mfg CoC,With Stock
NAS1611-212,,0.33,90,,,Mfg CoC,With Stock
MS35275-244,,0.32,90,,,Mfg CoC,With Stock
MS35650-302,,0.26,90,,,Mfg CoC,3 weeks
MS29513-033,,0.48,90,,,Mfg CoC,With Stock
MS29513-023,,0.16,90,,,Mfg CoC,With Stock
MS20426AD4-9,,0.03,90,,,Mfg CoC,With Stock
AN315-3R,,0.23,38,,,Mfg CoC,3 weeks
S700M1195C1,,0,0,,,Mfg CoC,
NAS1149F1063P,,0.11,89,,,Mfg CoC,With Stock
MS9320-12,,0.11,89,,,Mfg CoC,3 weeks
AS62205,,9.98,40,,,Mfg CoC,With Stock
MS28773-10,,5.47,88,,,Mfg CoC,3 weeks
NAS509-5C,,5.05,141,,,Mfg CoC,With Stock
MS20470AD5-12,,0.04,85,,,Mfg CoC,With Stock
AS48534,,10.72,6,,,Mfg CoC,With Stock
S110030,,6.86,0,,,Mfg CoC,3 weeks
NAS1611-119,,1.22,84,,,Mfg CoC,With Stock
MS28775-218,,0.26,82,,,Mfg CoC,With Stock
MS28775-115,,0.23,84,,,Mfg CoC,With Stock
AS61933,,15.42,190,,,Mfg CoC,With Stock
NAS5312E4-38,,2.15,0,,,Mfg CoC,Per Lead-time
AN6-33,,1.96,83,,,Mfg CoC,With Stock
AS12821,,4.95,0,,,Mfg CoC,3 weeks
MS9556-28,,0,398,,,Mfg CoC,
MS28775-117,,0.28,82,,,Mfg CoC,With Stock
MS21919WDG4,,0.7,82,,,Mfg CoC,3 weeks
MS20426B4-6,,0.04,81,,,Mfg CoC,3 weeks
STD1031-4907,,3.97,80,,,Mfg CoC,With Stock
NAS1921B04S02,,6.45,52,,,Mfg CoC,3 weeks
MS19060-4812,,0.17,80,,,Mfg CoC,3 weeks
MBF2122-5-400,,8.2,0,,,Mfg CoC,3 weeks
M83461/1-113,,0.53,604,,,Mfg CoC,3 weeks
AS43013-021,,4.57,70,,,Mfg CoC,With Stock
9794710112,,0,40,,,Mfg CoC,
9794410090,,0,80,,,Mfg CoC,
MS21076-3N,,0.93,1,,,Mfg CoC,Per Lead-time
MS20427M4-10,,0.05,79,,,Mfg CoC,With Stock
AS12817,,6.05,14,,,Mfg CoC,With Stock
AN6-62,,0,0,,,Mfg CoC,
NAS1149E0332R,,1.26,3922,,,Mfg CoC,3 weeks
AS3209-274,,10.45,29,,,Mfg CoC,With Stock
AS12847,,4.71,8,,,Mfg CoC,With Stock
8757-350,,0,0,,,Mfg CoC,
NAS1630-3,,0.39,75,,,Mfg CoC,With Stock
NAS1612-12A,,0.82,0,,,Mfg CoC,3 weeks
NAS1611-019A,,0.47,75,,,Mfg CoC,With Stock
MS28775-111,,0.2,75,,,Mfg CoC,3 weeks
747247,,143,5,,,Mfg CoC,3 weeks
AS3485-12,,14.45,30,,,Mfg CoC,With Stock
AS21009,,8.87,73,,,Mfg CoC,With Stock
AS12902,,0,8,,,Mfg CoC,
NAS1399C3-3,,1.68,0,,,Mfg CoC,Per Lead-time
MS28775-126,,0.28,69,,,Mfg CoC,With Stock
MS20470AD4-9,,0.02,71,,,Mfg CoC,With Stock
M25988-4-354,,14.9,0,,,Mfg CoC,3 weeks
NAS1612-8A,,0.54,61,,,Mfg CoC,3 weeks
NAS1388-2,,0.5,70,,,Mfg CoC,With Stock
NAS1096-3-9,,0.22,70,,,Mfg CoC,3 weeks
M25988/1-156,,15.37,54,,,Mfg CoC,With Stock
J905P10A,,30,70,,,Mfg CoC,With Stock
AS3217-173,,1.5,240,,,Mfg CoC,With Stock
AS3209-121,,2.63,70,,,Mfg CoC,3 weeks
AS1895/7-500,,22.11,35,,,Mfg CoC,With Stock
NAS1291C7,,4.65,69,,,Mfg CoC,With Stock
MS35265-6,,0.25,69,,,Mfg CoC,With Stock
9745010005,,0,69,,,Mfg CoC,
CTB9000,,875.22,37,,,Mfg CoC,With Stock
AS3251-14,,0,70,,,Mfg CoC,
AS5230T0606,,62.46,60,,,Mfg CoC,With Stock
AS5169J06L,,19.81,97,,,Mfg CoC,With Stock
AS12842,,0,38,,,Mfg CoC,
948233,,0,0,,,Mfg CoC,
AS3485-09,,4.1,66,,,Mfg CoC,3 weeks
NAS1716C12K,,2.8,0,,,Mfg CoC,Per Lead-time
MS24671-8,,0.63,11,,,Mfg CoC,With Stock
AS12884,,6.36,44,,,Mfg CoC,With Stock
AS12818,,4.31,21,,,Mfg CoC,With Stock
NAS516-1A,,0.64,142,,,Mfg CoC,3 weeks
MS9025-06,,0.27,211,,,Mfg CoC,3 weeks
MS27488-20-1,,0.03,61,,,Mfg CoC,3 weeks
MS21042-5,,0.53,61,,,Mfg CoC,3 weeks
SLR4001-16B,,30.37,57,,,Mfg CoC,With Stock
NAS1802-3-13,,0.43,60,,,Mfg CoC,With Stock
NAS6703HU2,,3.13,57,,,Mfg CoC,With Stock
NAS6203-11D,,2.34,60,,,Mfg CoC,With Stock
NAS6605D34,,0.92,60,,,Mfg CoC,With Stock
NAS1611-222A,,1.15,60,,,Mfg CoC,With Stock
NAS1351C3H8,,0.51,60,,,Mfg CoC,3 weeks
NAS1102E4-14,,2.5,60,,,Mfg CoC,3 weeks
MS9557-22,,0,0,,,Mfg CoC,
M25988-1-905,,0.32,0,,,Mfg CoC,3 weeks
ASPFFV06-15,,9.07,60,,,Mfg CoC,With Stock
9794410190,,0,60,,,Mfg CoC,
69490D216,,30.23,60,,,Mfg CoC,With Stock
MS9966-06,,3.31,49,,,Mfg CoC,3 weeks
HL20PB8-8,,0.8,59,,,Mfg CoC,With Stock
AS3215-130,,1.69,0,,,Mfg CoC,Per Lead-time
NAS1612-4,,0.92,58,,,Mfg CoC,3 weeks
MS14101-7,,21.5,58,,,Mfg CoC,With Stock
321896,,1.26,10,,,Mfg CoC,3 weeks
BACN11N6CS,,0,0,,,Mfg CoC,
AS1895/23-175,,91.79,16,,,Mfg CoC,3 weeks
MS28782-10,,0.98,2150,,,Mfg CoC,3 weeks
MS90298-2,,5.28,55,,,Mfg CoC,With Stock
M83461/1-116,,0.16,55,,,Mfg CoC,With Stock
M83248/1-149,,1.25,50,,,Mfg CoC,With Stock
9794410132,,0,55,,,Mfg CoC,
7592584-101,,0,0,,,Mfg CoC,
TA025022-12,,0,0,,,Mfg CoC,
NAS1102E4-10,,0.49,4,,,Mfg CoC,Per Lead-time
MS51830-203,,5.77,54,,,Mfg CoC,With Stock
MS21299C4,,0.12,54,,,Mfg CoC,With Stock
M83485-1-018,,0.6,40,,,Mfg CoC,3 weeks
AS62203,,10,662,,,Mfg CoC,With Stock
AS62208,,11.86,248,,,Mfg CoC,With Stock
